DATE,NAME,COMMITTEE,CATEGORY
2009-09-23,"H.R. 3017, EMPLOYMENT NON-DISCRIMINATION ACT OF 2009",House Committee on Education and the Workforce,Legislative
2009-09-18,HIGH SCHOOL/COLLEGE DUAL ENROLLMENT PROGRAMS,House Committee on Education and the Workforce,Field
2009-07-08,STRENGTHENING SCHOOL SAFETY THROUGH PREVENTION OF BULLYING,House Committee on Education and the Workforce,Fact Finding
2009-06-23,THE TRI-COMMITTEE DRAFT PROPOSAL FOR HEALTH CARE REFORM,House Committee on Education and the Workforce,Legislative
2009-06-16,THE FUTURE OF LEARNING: HOW TECHNOLOGY IS TRANSFORMING PUBLIC SCHOOLS,House Committee on Education and the Workforce,Fact Finding
2009-06-11,"H.R. 2339, THE FAMILY INCOME TO RESPOND TO SIGNIFICANT TRANSITIONS ACT, AND H.R. 2460, THE HEALTHY FAMILIES ACT",House Committee on Education and the Workforce,Legislative
2009-06-10,EXAMINING THE SINGLE-PAYER HEALTH CARE OPTION,House Committee on Education and the Workforce,Fact Finding
2009-06-04,BUILDING ON WHAT WORKS AT CHARTER SCHOOLS,House Committee on Education and the Workforce,Fact Finding
2009-05-21,INCREASING STUDENT AID THROUGH LOAN REFORM,House Committee on Education and the Workforce,Fact Finding
2009-05-20,THE OBAMA ADMINISTRATION'S EDUCATION AGENDA,House Committee on Education and the Workforce,Policy
2009-05-19,EXAMINING THE ABUSIVE AND DEADLY USE OF SECLUSION AND RESTRAINT IN SCHOOLS,House Committee on Education and the Workforce,Fact Finding
2009-05-14,IMPROVING CHILD NUTRITION PROGRAMS TO REDUCE CHILDHOOD OBESITY,House Committee on Education and the Workforce,Legislative
2009-05-12,AMERICA'S COMPETIVENESS THROUGH HIGH SCHOOL REFORM,House Committee on Education and the Workforce,Fact Finding
2009-05-07,ENSURING PREPAREDNESS AGAINST THE FLU VIRUS AT SCHOOL AND WORK,House Committee on Education and the Workforce,Fact Finding
2009-04-30,IMPROVING OSHA'S ENHANCED ENFORCEMENT PROGRAM,House Committee on Education and the Workforce,Fact Finding
2009-04-29,STRENGTHENING AMERICA'S COMPETITIVENESS THROUGH COMMON ACADEMIC STANDARDS,House Committee on Education and the Workforce,Fact Finding
2009-04-28,ARE OSHA'S PENALTIES ADEQUATE TO DETER HEALTH AND SAFETY VIOLATIONS?,House Committee on Education and the Workforce,Fact Finding
2009-04-23,"WAYS TO REDUCE THE COST OF HEALTH INSURANCE FOR EMPLOYERS, EMPLOYEES AND THEIR FAMILIES",House Committee on Education and the Workforce,Legislative
2009-04-22,"H.R. 1984, 401(k) FAIR DISCLOSURE FOR RETIREMENT SECURITY ACT OF 2009",House Committee on Education and the Workforce,Legislative
2009-03-31,GREEN JOBS AND THEIR ROLE IN OUR ECONOMIC RECOVERY,House Committee on Education and the Workforce,Fact Finding
2009-03-26,THE ECONOMIC AND EMPLOYMENT IMPACT OF THE ARTS AND MUSIC INDUSTRY,House Committee on Education and the Workforce,Fact Finding
2009-03-25,GAO'S UNDERCOVER INVESTIGATION: WAGE THEFT OF AMERICA'S VULNERABLE WORKERS,House Committee on Education and the Workforce,Fact Finding
2009-03-24,RETIREMENT SECURITY: THE IMPORTANCE OF AN INDEPENDENT INVESTMENT ADVISER,House Committee on Education and the Workforce,Fact Finding
2009-03-19,IMPROVING EARLY CHILDHOOD DEVELOPMENT POLICIES AND PRACTICES,House Committee on Education and the Workforce,Fact Finding
2009-03-17,THE IMPORTANCE OF EARLY CHILDHOOD DEVELOPMENT,House Committee on Education and the Workforce,Fact Finding
2009-03-12,LOST EDUCATIONAL OPPORTUNITIES IN ALTERNATIVE SETTINGS,House Committee on Education and the Workforce,Fact Finding
2009-03-10,STRENGTHENING EMPLOYER- PROVIDED HEALTH CARE,House Committee on Education and the Workforce,Fact Finding
2009-03-03,ENCOURAGING FAMILY-FRIENDLY WORKPLACE POLICIES,House Committee on Education and the Workforce,Fact Finding
2009-02-25,RENEWING AMERICA THROUGH NATIONAL SERVICE AND VOLUNTEERISM,House Committee on Education and the Workforce,Fact Finding
2009-02-24,STRENGTHENING WORKER RETIREMENT SECURITY,House Committee on Education and the Workforce,Fact Finding
2009-02-12,EXAMINING WORKERS' RIGHTS AND VIOLENCE AGAINST LABOR UNION LEADERS IN COLOMBIA,House Committee on Education and the Workforce,Policy
2009-02-12,NEW INNOVATIONS AND BEST PRACTICES UNDER THE WORKFORCE INVESTMENT ACT,House Committee on Education and the Workforce,Fact Finding
2016-09-08,EASTERN MEDITERRANEAN ENERGY: CHALLENGES AND OPPORTUNITIES FOR U.S. REGIONAL PRIORITIES,House Committee on Energy (Ad Hoc),Policy
2018-09-27,STATE OF THE MEDIA MARKETPLACE,House Committee on Energy and Commerce,Fact Finding
2017-11-29,ALGORITHMS: HOW COMPANIES' DECISIONS ABOUT DATA AND CONTENT IMPACT CONSUMERS,House Committee on Energy and Commerce,Fact Finding
2017-10-11,MEMBER DAY: TESTIMONY AND PROPOSALS ON THE OPIOID CRISIS,House Committee on Energy and Commerce,Legislative
2017-09-14,POWERING AMERICA: DEFINING RELIABILITY IN A TRANSFORMING ELECTRICITY INDUSTRY,House Committee on Energy and Commerce,Fact Finding
2016-09-22,MIDTERM REVIEW AND UPDATE ON THE CORPORATE AVERAGE FUEL ECONOMY PROGRAM AND GREENHOUSE GAS EMISSIONS STANDARDS FOR MOTOR VEHICLES,House Committee on Energy and Commerce,Policy
2016-07-13,OVERSIGHT OF CERCLA IMPLEMENTATION,House Committee on Energy and Commerce,Policy
2016-07-12,OVERSIGHT OF THE FEDERAL COMMUNICATIONS COMMISSION,House Committee on Energy and Commerce,Policy
2016-07-07,"FEDERAL, STATE, AND LOCAL AGREEMENTS AND ASSOCIATED BENEFITS FOR SPENT NUCLEAR FUEL DISPOSAL",House Committee on Energy and Commerce,Policy
2016-04-21,EPA'S BROWNFIELDS PROGRAM: EMPOWERING CLEANUP AND ENCOURAGING ECONOMIC REDEVELOPMENT,House Committee on Energy and Commerce,Policy
2016-04-13,FLINT WATER CRISIS: IMPACTS AND LESSONS LEARNED,House Committee on Energy and Commerce,Policy
2016-03-22,FISCAL YEAR 2017 EPA BUDGET,House Committee on Energy and Commerce,Legislative
2015-12-03,"THE NUCLEAR WASTE FUND: BUDGETARY, FUNDING, AND SCORING ISSUES",House Committee on Energy and Commerce,Legislative
2015-11-17,EXAMINING THE REGULATION OF DIAGNOSTIC TESTS AND LABORATORY OPERATIONS,House Committee on Energy and Commerce,Legislative
2015-11-03,EXAMINING THE EU SAFE HARBOR DECISION AND IMPACTS FOR TRANSATLANTIC DATA FLOWS,House Committee on Energy and Commerce,Fact Finding
2015-10-28,UPDATE ON LOW-LEVEL RADIOACTIVE WASTE DISPOSAL ISSUES,House Committee on Energy and Commerce,Policy
2015-10-27,E-MANIFEST: AN UPDATE ON IMPLEMENTATION,House Committee on Energy and Commerce,Policy
2015-10-22,"TECHNICAL ASSISTANCE FOR RURAL WATER SYSTEMS: S. 611, THE GRASSROOTS RURAL AND SMALL COMMUNITY WATER SYSTEMS ASSISTANCE ACT",House Committee on Energy and Commerce,Legislative
2015-10-01,"TRANSPORTING NUCLEAR MATERIALS: DESIGN, LOGISTICS, AND SHIPMENT",House Committee on Energy and Commerce,Fact Finding
2015-09-11,OVERSIGHT OF FEDERAL FACILITY CLEANUP UNDER CERCLA,House Committee on Energy and Commerce,Policy
2015-09-09,OVERSIGHT OF THE NUCLEAR REGULATORY COMMISSION,House Committee on Energy and Commerce,Policy
2015-07-10,"H.R. 985, CONCRETE MASONRY PRODUCTS RESEARCH, EDUCATION, AND PROMOTION ACT OF 2015",House Committee on Energy and Commerce,Legislative
2015-06-16,EPA'S PROPOSED OZONE RULE: POTENTIAL IMPACTS ON MANUFACTURING,House Committee on Energy and Commerce,Legislative
2015-05-15,UPDATE ON THE CURRENT STATE OF NUCLEAR WASTE MANAGEMENT POLICY,House Committee on Energy and Commerce,Policy
2015-04-14,"H.R._,THE TSCA MODERNIZATION ACT OF 2015",House Committee on Energy and Commerce,Legislative
2015-03-18,"H.R., THE IMPROVING COAL COMBUSTION RESIDUALS REGULATION ACT OF 2015, DAY 1",House Committee on Energy and Commerce,Legislative
2015-02-27,THE NEEDS OF DRINKING WATER SYSTEMS IN RURAL AND SMALLER COMMUNITIES,House Committee on Energy and Commerce,Fact Finding
2015-02-25,THE FISCAL YEAR 2016 EPA BUDGET,House Committee on Energy and Commerce,Legislative
2015-02-05,"H.R. 212, THE DRINKING WATER PROTECTION ACT",House Committee on Energy and Commerce,Legislative
2015-01-22,EPA'S 2014 FINAL RULE: DISPOSAL OF COAL COMBUSTION RESIDUALS FROM ELECTRIC UTIL- ITIES,House Committee on Energy and Commerce,Policy
2014-11-19,CYANOTOXINS IN DRINKING WATER,House Committee on Energy and Commerce,Fact Finding
2014-07-24,"H.R. 3670, THE ANTI-SPOOFING ACT OF 2013; H.R., THE LPTV AND TRANSLATOR ACT OF 2014; AND H.R., THE E-LABEL ACT",House Committee on Energy and Commerce,Legislative
2014-07-23,MODERNIZING THE BUSINESS OF ENVIRONMENTAL REGULATION AND PROTECTION,House Committee on Energy and Commerce,Fact Finding
2014-07-11,CONSTITUTIONAL CONSIDERATIONS: STATE VERSUS FEDERAL ENVIRONMENTAL POLICY IM- PLEMENTATION,House Committee on Energy and Commerce,Fact Finding
2014-04-29,THE CHEMICALS IN COMMERCE ACT,House Committee on Energy and Commerce,Legislative
2014-04-02,THE FISCAL YEAR 2015 EPA BUDGET,House Committee on Energy and Commerce,Legislative
2014-03-12,CHEMICALS IN COMMERCE ACT,House Committee on Energy and Commerce,Legislative
2014-02-04,TESTING OF CHEMICALS AND REPORTING AND RETENTION OF INFORMATION UNDER TSCA SECTIONS 4 AND 8,House Committee on Energy and Commerce,Agency Conduct
2013-12-12,OVERSIGHT OF NRC MANAGEMENT AND THE NEED FOR LEGISLATIVE REFORM,House Committee on Energy and Commerce,Legislative
2013-11-13,"S. 1009, THE CHEMICAL SAFETY IMPROVEMENT ACT",House Committee on Energy and Commerce,Legislative
2013-09-18,REGULATION OF EXISTING CHEMICALS AND THE ROLE OF PREEMPTION UNDER SECTIONS 6 AND 18 OF THE TOXIC SUBSTANCES CONTROL ACT,House Committee on Energy and Commerce,Policy
2013-09-10,IMPLEMENTING THE NUCLEAR WASTE POLICY ACT: NEXT STEPS,House Committee on Energy and Commerce,Policy
2013-08-01,PPACA PULSE CHECK,House Committee on Energy and Commerce,Agency Conduct
2013-07-31,OVERSIGHT OF DOE'S STRATEGY FOR THE MANAGEMENT AND DISPOSAL OF USED NUCLEAR FUEL AND HIGH-LEVEL RADIOACTIVE WASTE,House Committee on Energy and Commerce,Policy
2013-07-11,"REGULATION OF NEW CHEMICALS, PROTECTION OF CONFIDENTIAL BUSINESS INFORMATION, AND INNOVATION",House Committee on Energy and Commerce,Fact Finding
2013-06-20,U.S. ENERGY ABUNDANCE: MANUFACTURING COMPETITIVENESS AND AMERICA'S ENERGY ADVANTAGE,House Committee on Energy and Commerce,Fact Finding
2013-06-13,TITLE I OF THE TOXIC SUBSTANCES CONTROL ACT: UNDERSTANDING ITS HISTORY AND REVIEWING ITS IMPACT,House Committee on Energy and Commerce,Policy
2013-05-17,FEDERAL AND STATE PARTNERSHIP FOR ENVIRONMENTAL PROTECTION ACT OF 2013; REDUCING EXCESSIVE DEADLINE OBLIGATIONS ACT OF 2013; AND FEDERAL FACILITY ACCOUNTABILITY ACT OF 2013,House Committee on Energy and Commerce,Legislative
2013-04-11,"H.R., THE COAL ASH RECYCLING AND OVERSIGHT ACT OF 2013",House Committee on Energy and Commerce,Legislative
2013-04-11,STRENGTHENING MEDICARE FOR SENIORS: UNDERSTANDING THE CHALLENGES OF TRADITIONAL MEDICARE'S BENEFIT DESIGN,House Committee on Energy and Commerce,Policy
2013-03-14,CHEMICAL FACILITY ANTI-TERRORISM STANDARDS (CFATS) PROGRAM: A PROGRESS UPDATE,House Committee on Energy and Commerce,Policy
2013-03-13,OBAMACARE'S IMPACT ON JOBS,House Committee on Energy and Commerce,Policy
2013-02-28,THE NUCLEAR REGULATORY COMMISSION: POLICY AND GOVERNANCE CHALLENGES,House Committee on Energy and Commerce,Policy
2013-02-28,THE NUCLEAR REGULATORY COMMISSION: POLICY AND GOVERNANCE CHALLENGES,House Committee on Energy and Commerce,Policy
2013-02-15,THE ROLE OF THE STATES IN PROTECTING THE ENVIRONMENT,House Committee on Energy and Commerce,Fact Finding
2013-02-13,"EPA'S PROPOSED GHG STANDARDS FOR NEW POWER PLANTS AND H.R., WHITFIELD-MANCHIN LEGISLATION",House Committee on Energy and Commerce,Legislative
2012-09-11,THE CHEMICAL FACILITY ANTI-TERRORISM STANDARDS PROGRAM: A PROGRESS REPORT,House Committee on Energy and Commerce,Policy
2012-07-24,NRC POLICY AND GOVERNANCE OVERSIGHT,House Committee on Energy and Commerce,Policy
2012-07-12,"THE AMERICAN ENERGY INITIATIVE, PART 24: DISCUSSION DRAFTS OF H.R.",House Committee on Energy and Commerce,Legislative
2012-06-27,"TO CONSIDER A DISCUSSION DRAFT ENTITLED ``INCREASING MANUFACTURING COMPETITIVENESS THROUGH IMPROVED RECYCLING ACT OF 2012'' AND H.R. 2997, ``THE SUPERFUND COMMON SENSE ACT''",House Committee on Energy and Commerce,Legislative
2012-06-21,ELECTRONIC SUBMISSION OF HAZARDOUS WASTE MANIFESTS: MODERNIZING FOR THE 21ST CENTURY,House Committee on Energy and Commerce,Policy
2012-04-19,"H.R. 4345, THE DOMESTIC FUELS PROTECTION ACT OF 2012",House Committee on Energy and Commerce,Legislative
2012-04-18,FDA USER FEES 2012: HOW INNOVATION HELPS PATIENTS AND JOBS,House Committee on Energy and Commerce,Policy
2012-03-27,EXAMINING THE CURRENT STATE OF COSMETICS,House Committee on Energy and Commerce,Fact Finding
2012-02-28,THE FlSCAL YEAR 2013 EPA BUDGET,House Committee on Energy and Commerce,Legislative
2012-02-03,EVALUATING INTERNAL OPERATION AND IMPLEMENTATION OF THE CHEMICAL FACILITY ANTI-TERRORISM STANDARDS PROGRAM (CFATS) BY THE DEPARTMENT OF HOMELAND SECURITY,House Committee on Energy and Commerce,Policy
2012-02-01,RECOMMENDATIONS OF THE BLUE RIBBON COMMISSION ON AMERICA'S NUCLEAR FUTURE,House Committee on Energy and Commerce,Fact Finding
2011-10-26,CLASS CANCELED: AN UNSUSTAINABLE PROGRAM AND ITS CONSEQUENCES FOR THE NATION'S DEFICIT,House Committee on Energy and Commerce,Policy
2011-10-12,FOOD MARKETING: CAN ``VOLUNTARY'' GOVERNMENT RESTRICTIONS IMPROVE CHILDREN'S HEALTH?,House Committee on Energy and Commerce,Fact Finding
2011-10-06,CHEMICAL RISK ASSESSMENT: WHAT WORKS FOR JOBS AND THE ECONOMY?,House Committee on Energy and Commerce,Fact Finding
2011-09-26,"FIELD HEARING ON THE IMPACT OF MEDICAL DEVICE AND DRUG REGULATION ON INNOVATION, JOBS, AND PATIENTS: A LOCAL PERSPECTIVE",House Committee on Energy and Commerce,Field
2011-07-14,REGULATORY CHAOS: FINDING LEGISLATIVE SOLUTIONS TO BENEFIT JOBS AND THE ECONOMY,House Committee on Energy and Commerce,Legislative
2011-06-24,NRC REPOSITORY SAFETY DIVISION: STAFF PERSPECTIVE ON YUCCA LICENSE REVIEW,House Committee on Energy and Commerce,Agency Conduct
2011-06-14,THE NRC INSPECTOR GENERAL REPORT ON THE NRC CHAIRMAN'S UNILATERAL DECISION TO TERMINATE NRC'S REVIEW OF THE DOE YUCCA MOUNTAIN REPOSITORY LICENSE APPLICATION,House Committee on Energy and Commerce,Agency Conduct
2011-06-01,THE DEPARTMENT OF ENERGY'S ROLE IN MANAGING CIVILIAN RADIOACTIVE WASTE,House Committee on Energy and Commerce,Policy
2011-05-04,THE ROLE OF THE NUCLEAR REGULATORY COMMISSION IN AMERICA'S ENERGY FUTURE,House Committee on Energy and Commerce,Policy
2011-04-14,"H.R. 1391, THE RECYCLING COAL COMBUSTION RESIDUALS ACCESSIBILITY ACT OF 2011",House Committee on Energy and Commerce,Legislative
2011-03-31,"H.R. 908, A BILL TO EXTEND THE AUTHORITY OF THE SECRETARY OF HOMELAND SECURITY TO MAINTAIN THE CHEMICAL FACILITY ANTI-TERRORISM STANDARDS PROGRAM",House Committee on Energy and Commerce,Policy
2011-03-16,THE FISCAL YEAR 2012: DEPARTMENT OF ENERGY AND NUCLEAR REGULATORY COMMISSION BUDGETS,House Committee on Energy and Commerce,Legislative
2011-02-15,"ENVIRONMENTAL REGULATIONS, THE ECONOMY, AND JOBS",House Committee on Energy and Commerce,Fact Finding
2010-09-15,"MEDICARE'S COMPETITIVE BIDDING PROGRAM FOR DURABLE MEDICAL EQUIPMENT: IMPLICATIONS FOR QUALITY, COST AND ACCESS",House Committee on Energy and Commerce,Policy
2010-09-15,PENDING PUBLIC HEALTH LEGISLATION,House Committee on Energy and Commerce,Legislative
2010-07-20,THE ROLE OF THE INTERIOR DEPARTMENT IN THE DEEPWATER HORIZON DISASTER,House Committee on Energy and Commerce,Agency Conduct
2010-07-14,ANTIBIOTIC RESISTANCE AND THE USE OF ANTIBIOTICS IN ANIMAL AGRICULTURE,House Committee on Energy and Commerce,Fact Finding
2010-06-17,"DISCUSSION DRAFT TO PROVIDE FUNDING FOR THE CONSTRUCTION AND MAINTENANCE OF A NATIONWIDE, INTEROPERABLE PUBLIC SAFETY BROADBAND NETWORK AND FOR OTHER PURPOSES AND ON H.R. 4829, THE NEXT GENERATION 911 PRESERVATION ACT OF 2010",House Committee on Energy and Commerce,Legislative
2010-06-15,NIH IN THE 21ST CENTURY: THE DIRECTOR'S PERSPECTIVE,House Committee on Energy and Commerce,Fact Finding
2010-04-28,THE PUBLIC SALE OF HURRICANE KATRINA/RITA FEMA TRAILERS: ARE THEY SAFE OR ENVIRONMENTAL TIME BOMBS?,House Committee on Energy and Commerce,Fact Finding
2010-03-18,"H.R. 1796, THE RESIDENTIAL CARBON MONOXIDE POISONING PREVENTION ACT, AND H.R. 4805, THE FORMALDEHYDE STANDARDS FOR COMPOSITE WOOD PRODUCTS ACT",House Committee on Energy and Commerce,Legislative
2010-03-11,NHTSA OVERSIGHT: THE ROAD AHEAD,House Committee on Energy and Commerce,Fact Finding
2010-03-04,"OVERSIGHT OF THE AMERICAN RECOVERY AND REINVESTMENT ACT: BROADBAND, PART 3",House Committee on Energy and Commerce,Policy
2010-02-24,THE COLLECTION AND USE OF LOCATION INFORMATION FOR COMMERCIAL PURPOSES,House Committee on Energy and Commerce,Policy
2010-02-23,RESPONSE BY TOYOTA AND NHTSA TO INCIDENTS OF SUDDEN UNINTENDED ACCELERATION,House Committee on Energy and Commerce,Private Sector Oversight
2009-11-19,EXPLORING THE OFFLINE AND ONLINE COLLECTION AND USE OF CONSUMER INFORMATION,House Committee on Energy and Commerce,Policy
2009-11-18,H1N1 PREPAREDNESS: AN OVERVIEW OF VACCINE PRODUCTION AND DISTRIBUTION,House Committee on Energy and Commerce,Policy
2009-11-17,PRIORITIZING CHEMICALS FOR SAFETY DETERMINATION,House Committee on Energy and Commerce,Policy
2009-11-04,DRIVEN TO DISTRACTION: TECHNOLOGICAL DEVICES AND VEHICLE SAFETY,House Committee on Energy and Commerce,Legislative
2009-11-03,THE NFL STARCAPS CASE: ARE SPORTS' ANTI-DOPING PROGRAMS AT A LEGAL CROSSROADS?,House Committee on Energy and Commerce,Fact Finding
2009-10-15,THE MINORITY BUSINESS DEVELOPMENT AGENCY: ENHANCING THE PROSPECTS FOR SUCCESS,House Committee on Energy and Commerce,Fact Finding
2009-10-07,GROWING U.S. TRADE IN GREEN TECHNOLOGY,House Committee on Energy and Commerce,Fact Finding
2009-09-10,CONSUMER PRODUCT SAFETY COMMISSION OVERSIGHT: CURRENT ISSUES AND A VISION FOR THE FUTURE,House Committee on Energy and Commerce,Policy
2009-09-10,"OVERSIGHT OF THE AMERICAN RECOVERY AND REINVESTMENT ACT: BROADBAND, PART 2",House Committee on Energy and Commerce,Policy
2009-07-27,TERMINATIONS OF HEALTH POLICIES BY INSURANCE COMPANIES: STATE PERSPECTIVES AND LEGISLATIVE SOLUTIONS,House Committee on Energy and Commerce,Policy
2009-07-08,THE PROPOSED CONSUMER FINANCIAL PROTECTION AGENCY: IMPLICATIONS FOR CONSUMERS AND THE FTC,House Committee on Energy and Commerce,Policy
2009-06-24,U.S.-AFRICA TRADE RELATIONS: CREATING A PLATFORM FOR ECONOMIC GROWTH,House Committee on Energy and Commerce,Fact Finding
2009-06-18,BEHAVIORAL ADVERTISING: INDUSTRY PRACTICES AND CONSUMERS' EXPECTATIONS,House Committee on Energy and Commerce,Private Sector Oversight
2009-06-09,IT'S TOO EASY BEING GREEN: DEFINING FAIR GREEN MARKETING PRACTICES,House Committee on Energy and Commerce,Fact Finding
2009-05-01,THE BOWL CHAMPIONSHIP SERIES: MONEY AND OTHER ISSUES OF FAIRNESS FOR PUBLICLY FINANCED UNIVERSITIES,House Committee on Energy and Commerce,Fact Finding
2009-04-27,EXAMINING THE STATUS OF U.S. TRADE WITH CUBA AND ITS IMPACT ON ECONOMIC GROWTH,House Committee on Energy and Commerce,Fact Finding
2009-04-21,THE AMERICAN CLEAN ENERGY SECURITY ACT OF 2009,House Committee on Energy and Commerce,Legislative
2009-03-31,MAKING HEALTH CARE WORK FOR AMERICAN FAMILIES: THE ROLE OF PUBLIC HEALTH,House Committee on Energy and Commerce,Fact Finding
2009-03-24,CONSUMER CREDIT AND DEBT: THE ROLE OF THE FEDERAL TRADE COMMISSION IN PROTECTING THE PUBLIC,House Committee on Energy and Commerce,Policy
2009-03-17,STIMULATING THE ECONOMY THROUGH TRADE: EXAMINING THE ROLE OF EXPORT PROMOTION,House Committee on Energy and Commerce,Fact Finding
2009-03-05,CONSUMER PROTECTION IN THE USED AND SUBPRIME CAR MARKET,House Committee on Energy and Commerce,Fact Finding
2009-02-26,REVISITING THE TOXIC SUBSTANCES CONTROL ACT OF 1976,House Committee on Energy and Commerce,Policy
2013-01-25,RULES Office of Congressional Ethics,House Committee on Ethics,Fact Finding
2018-12-11,ASSESSING THE IMPACT OF FASB'S CURRENT EXPECTED CREDIT LOSS (CECL) ACCOUNTING STANDARD ON FINANCIAL INSTITUTIONS AND THE ECONOMY,House Committee on Financial Services,Fact Finding
2018-11-14,SEMI-ANNUAL TESTIMONY ON THE FEDERAL RESERVE'S SUPERVISION AND REGULATION OF THE FINANCIAL SYSTEM,House Committee on Financial Services,Policy
2018-09-28,EXAMINING OPPORTUNITIES FOR FINANCIAL MARKETS IN THE DIGITAL ERA,House Committee on Financial Services,Fact Finding
2018-09-27,OVERSIGHT OF THE FEDERAL HOUSING FINANCE AGENCY'S ROLE AS CONSERVATOR AND REGULATOR OF THE GOVERNMENT SPONSORED ENTERPRISES,House Committee on Financial Services,Policy
2018-09-26,ADMINISTRATION GOALS FOR MAJOR SANCTIONS PROGRAMS,House Committee on Financial Services,Legislative
2018-09-25,HUD OFFICE OF INSPECTOR GENERAL REPORT: HUD'S OVERSIGHT OF THE ALEXANDER COUNTY (IL) HOUSING AUTHORITY,House Committee on Financial Services,Policy
2018-09-07,SURVEY OF TERRORIST GROUPS AND THEIR MEANS OF FINANCING,House Committee on Financial Services,Fact Finding
2018-09-06,A FAILURE TO ACT: HOW A DECADE WITHOUT GSE REFORM HAS ONCE AGAIN PUT TAXPAYERS AT RISK,House Committee on Financial Services,Agency Conduct
2018-09-05,THE COST OF REGULATION ON AFFORDABLE MULTIFAMILY DEVELOPMENT,House Committee on Financial Services,Policy
2018-09-05,THE FUTURE OF MONEY: COINS AND BANKNOTES,House Committee on Financial Services,Fact Finding
2018-08-16,THE ROLE OF FEDERAL HOUSING AND COMMUNITY DEVELOPMENT PROGRAMS TO SUPPORT OPIOID AND SUBSTANCE USE DISORDER TREATMENT AND RECOVERY,House Committee on Financial Services,Policy
2018-06-26,INTERNATIONAL AND DOMESTIC IMPLICATIONS OF DE-RISKING,House Committee on Financial Services,Fact Finding
2018-06-13,"ENSURING EFFECTIVENESS, FAIRNESS, AND TRANSPARENCY IN SECURITIES LAW ENFORCEMENT",House Committee on Financial Services,Policy
2018-06-06,IMPROVING TRANSPARENCY AND ACCOUNTABILITY AT THE BUREAU OF CONSUMER FINANCIAL PROTECTION,House Committee on Financial Services,Policy
2018-05-23,LEGISLATIVE PROPOSALS TO HELP FUEL CAPITAL AND GROWTH ON MAIN STREET,House Committee on Financial Services,Legislative
2018-05-16,OVERSIGHT OF THE SEC'S DIVISION OF ENFORCEMENT,House Committee on Financial Services,Policy
2018-04-26,OVERSIGHT OF THE SEC'S DIVISION OF CORPORATION FINANCE,House Committee on Financial Services,Policy
2018-03-14,EXAMINING THE CRYPTOCURRENCIES AND ICO MARKETS,House Committee on Financial Services,Fact Finding
2018-02-14,LEGISLATIVE PROPOSALS REGARDING DERIVATIVES,House Committee on Financial Services,Legislative
2017-11-29,LEGISLATIVE PROPOSALS TO COUNTER TERRORISM AND ILLICIT FINANCE,House Committee on Financial Services,Legislative
2016-06-23,THE NEXT TERRORIST FINANCIERS: STOPPING THEM BEFORE THEY START,House Committee on Financial Services,Policy
2016-06-08,THE ENEMY IN OUR BACKYARD: EXAMINING TERROR FUNDING STREAMS FROM SOUTH AMERICA,House Committee on Financial Services,Fact Finding
2016-05-24,STOPPING TERROR FINANCE: A COORDINATED GOVERNMENT EFFORT,House Committee on Financial Services,Policy
2016-04-19,PREVENTING CULTURAL GENOCIDE: COUNTERING THE PLUNDER AND SALE OF PRICELESS CULTURAL ANTIQUITIES BY ISIS,House Committee on Financial Services,Fact Finding
2016-03-01,HELPING THE DEVELOPING WORLD FIGHT TERROR FINANCE,House Committee on Financial Services,Fact Finding
2016-02-03,TRADING WITH THE ENEMY: TRADE-BASED MONEY LAUNDERING IS THE GROWTH INDUSTRY IN TERROR FINANCE,House Committee on Financial Services,Fact Finding
2015-09-10,PRESERVING RETIREMENT SECURITY AND INVESTMENT CHOICES FOR ALL AMERICANS,House Committee on Financial Services,Policy
2015-09-09,COULD AMERICA DO MORE? AN EXAMINATION OF U.S. EFFORTS TO STOP THE FINANCING OF TERROR,House Committee on Financial Services,Policy
2015-07-22,THE IRAN NUCLEAR DEAL AND ITS IMPACT ON TERRORISM FINANCING,House Committee on Financial Services,Fact Finding
2015-06-24,EVALUATING THE SECURITY OF THE U.S. FINANCIAL SECTOR,House Committee on Financial Services,Fact Finding
2015-05-21,"A DANGEROUS NEXUS: TERRORISM, CRIME, AND CORRUPTION",House Committee on Financial Services,Fact Finding
2015-04-30,EXAMINING THE EXPORT-IMPORT BANK'S MANDATES,House Committee on Financial Services,Legislative
2015-04-22,A SURVEY OF GLOBAL TERRORISM. AND TERRORIST FINANCING,House Committee on Financial Services,Fact Finding
2015-04-15,OVERSIGHT OF EFFORTS TO REFORM THE EXPORT-IMPORT BANK OF THE UNITED STATES,House Committee on Financial Services,Policy
2013-12-12,RETHINKING THE FEDERAL RESERVE'S MANY MANDATES ON ITS 100-YEAR ANNIVERSARY,House Committee on Financial Services,Fact Finding
2013-12-12,THE ANNUAL TESTIMONY OF THE SECRETARY OF THE TREASURY ON THE STATE OF THE INTERNATIONAL FINANCE SYSTEM,House Committee on Financial Services,Fact Finding
2013-03-14,WHO IS TOO BIG TO FAIL? GAO'S ASSESSMENT OF THE FINANCIAL STABILITY OVERSIGHT COUNCIL AND THE OFFICE OF FINANCIAL RESEARCH,House Committee on Financial Services,Agency Conduct
2013-03-13,MORTGAGE INSURANCE: COMPARING PRIVATE SECTOR AND GOVERNMENT-SUBSIDIZED APPROACHES,House Committee on Financial Services,Fact Finding
